state,party,pct
Alabama,D,25.3
Alabama,R,59.5
Alabama,D,26
Alabama,R,51
Alabama,D,38
Alabama,R,58
Alabama,D,42
Alabama,R,56
Alabama,D,28
Alabama,R,53
Alaska,D,25
Alaska,R,47
Alaska,R,4
Alaska,D,25
Alaska,R,51
Alaska,D,28.3
Alaska,R,43.1
Alaska,R,7.3
Alaska,D,29.1
Alaska,R,48.2
Alaska,D,46.6
Alaska,R,53.4
Alaska,R,52
Alaska,D,26
Alaska,R,49
Alaska,R,6
Alaska,D,26
Alaska,R,54
Alaska,D,41
Alaska,R,59
Alaska,R,50.2
Alaska,D,25.8
Alaska,R,43.5
Alaska,R,10.5
Alaska,D,26.4
Alaska,R,50.9
Alaska,D,24
Alaska,R,40
Alaska,R,5
Alaska,D,22
Alaska,R,43
Alaska,R,8
Alaska,D,24
Alaska,R,46
Alaska,R,49.5
Alaska,D,42.3
Alaska,R,42.5
Alaska,D,43.7
Alaska,R,48.3
Alaska,D,26.4
Alaska,R,43.4
Alaska,D,44.8
Alaska,R,51.7
Alaska,D,23
Alaska,R,43
Alaska,D,29
Alaska,R,44.4
Alaska,D,22.6
Alaska,R,46.5
Alaska,D,40.8
Alaska,R,54.5
Alaska,D,46.8
Alaska,R,49.9
Alaska,D,29
Alaska,R,44.4
Alaska,D,24
Alaska,R,36
Alaska,R,43
Alaska,D,46
Alaska,R,44
Alaska,D,22
Alaska,R,36
Alaska,D,28
Alaska,R,32
Alaska,R,40
Alaska,D,50
Alaska,R,41
Alaska,D,33
Alaska,R,38
Alaska,D,53
Alaska,R,42
Alaska,R,43.6
Alaska,R,47
Alaska,R,33
Arizona,D,46.9
Arizona,R,50.5
Arizona,D,49
Arizona,R,51
Arizona,D,46.6
Arizona,R,49.7
Arizona,D,48
Arizona,R,52
Arizona,D,45
Arizona,R,45
Arizona,D,48
Arizona,R,50
Arizona,D,45
Arizona,R,49
Arizona,D,48
Arizona,R,51
Arizona,D,46
Arizona,R,49
Arizona,D,45.2
Arizona,R,46.6
Arizona,D,48
Arizona,R,47
Arizona,D,48
Arizona,R,50
Arizona,D,46.7
Arizona,R,50.2
Arizona,D,46
Arizona,R,50
Arizona,D,42.3
Arizona,R,53.4
Arizona,D,46.8
Arizona,R,49.2
Arizona,D,46
Arizona,R,47
Arizona,D,48
Arizona,R,48
Arizona,D,47
Arizona,R,49
Arizona,D,47
Arizona,R,50
Arizona,D,40
Arizona,R,42
Arizona,D,44
Arizona,R,44
Arizona,D,43
Arizona,R,54
Arizona,D,45.3
Arizona,R,48.6
Arizona,D,44.2
Arizona,R,46.7
Arizona,D,47.9
Arizona,R,47.2
Arizona,D,46.4
Arizona,R,49.2
Arizona,D,46
Arizona,R,50
Arizona,D,45.8
Arizona,R,44.8
Arizona,D,47.5
Arizona,R,47.4
Arizona,D,45.6
Arizona,R,49.3
Arizona,D,45
Arizona,R,46
Arizona,D,43.96
Arizona,R,46.6
Arizona,D,49
Arizona,R,49
Arizona,D,49
Arizona,R,46
Arizona,D,49
Arizona,R,44
Arizona,D,44
Arizona,R,43
Arizona,D,46.2
Arizona,R,45.4
Arizona,D,45
Arizona,R,46
Arizona,D,47
Arizona,R,51
Arizona,D,45.6
Arizona,R,50
Arizona,D,49
Arizona,R,48
Arizona,D,49
Arizona,R,37
Arizona,D,53
Arizona,R,39
Arizona,D,44
Arizona,R,43
Arizona,D,46.1
Arizona,R,46.1
Arizona,D,50
Arizona,R,40
Arizona,D,45.8
Arizona,R,46.5
Arizona,D,44
Arizona,R,46
Arizona,D,47
Arizona,R,44
Arizona,D,43
Arizona,R,38
Arizona,D,49
Arizona,R,40
Arizona,D,42
Arizona,R,37
Arizona,D,48
Arizona,R,40
Arizona,D,47
Arizona,R,38
Arizona,D,44
Arizona,R,39
Arizona,D,50
Arizona,R,45
Arizona,D,47
Arizona,R,46
Arizona,D,41.4
Arizona,R,42.7
Arizona,D,41.6
Arizona,R,37.1
Arizona,D,40.7
Arizona,R,39.3
Arizona,D,41
Arizona,R,39.1
Arizona,D,39
Arizona,R,34
Arizona,D,40
Arizona,R,31
Arizona,D,41
Arizona,R,37
Arizona,D,43
Arizona,R,35
Arizona,D,38.5
Arizona,R,52.8
Arizona,D,37.4
Arizona,R,54.9
Arizona,D,36.3
Arizona,R,56.7
Arizona,D,40.2
Arizona,R,55.3
Arizona,D,39
Arizona,R,54
Arizona,D,36.5
Arizona,R,56.4
Arizona,D,40
Arizona,R,53
Arizona,D,35.7
Arizona,R,56.8
Arizona,D,35
Arizona,R,56
Arizona,D,37.3
Arizona,R,54.3
Arizona,D,36
Arizona,R,56
Arizona,D,46
Arizona,R,54
Arizona,D,34.8
Arizona,R,57
Arizona,D,37
Arizona,R,55
Arizona,D,35
Arizona,R,54
Arizona,D,43
Arizona,R,52
Arizona,D,45
Arizona,R,52
Arizona,D,35.3
Arizona,R,54.8
Arizona,D,42
Arizona,R,55
Arizona,D,41
Arizona,R,55
Arizona,D,40
Arizona,R,54
Arizona,D,38
Arizona,R,54
Arizona,D,41
Arizona,R,52
Arizona,D,37
Arizona,R,57
Arizona,D,33
Arizona,R,42
Arizona,D,39
Arizona,R,57
Arizona,D,39.6
Arizona,R,47.2
Arizona,D,37
Arizona,R,54
Arizona,D,33.56
Arizona,R,52.13
Arizona,D,35.02
Arizona,R,50.65
Arizona,D,37
Arizona,R,55
Arizona,D,35
Arizona,R,54
Arizona,D,43
Arizona,R,57
Arizona,D,38
Arizona,R,49.6
Arizona,D,40
Arizona,R,45
Arizona,D,37
Arizona,R,41
Arizona,D,38.3
Arizona,R,41.9
Arizona,D,42
Arizona,R,51
Arizona,D,37
Arizona,R,48
Arizona,D,43
Arizona,R,51
Arizona,D,39
Arizona,R,49
Arizona,D,46
Arizona,R,49
Arizona,D,45
Arizona,R,48
Arizona,D,39.1
Arizona,R,50.7
Arizona,D,33
Arizona,R,41
Arizona,D,48
Arizona,R,49
Arizona,D,40
Arizona,R,51
Arizona,D,39
Arizona,R,49
Arizona,D,44
Arizona,R,48
Arizona,D,41
Arizona,R,48.8
Arizona,D,43
Arizona,R,44
Arizona,D,42
Arizona,R,41
Arizona,D,43
Arizona,R,42
Arizona,D,44
Arizona,R,42
Arkansas,D,33.9
Arkansas,R,53
Arkansas,D,41
Arkansas,R,51
Arkansas,D,34
Arkansas,R,59
Arkansas,D,40
Arkansas,R,51
Arkansas,D,32
Arkansas,R,62
Arkansas,D,28
Arkansas,R,58
Arkansas,D,35
Arkansas,R,59
Arkansas,D,24
Arkansas,R,60
Arkansas,D,25
Arkansas,R,60
Arkansas,D,24
Arkansas,R,63
California,D,60
California,R,40
California,D,62
California,R,38
California,D,58
California,R,37
California,D,61
California,R,39
California,D,56
California,R,37
California,D,55
California,R,36
California,D,57
California,R,35
California,D,53
California,R,32
California,D,58
California,R,31
California,D,52
California,R,25
California,D,55
California,R,31
California,D,9.5
California,R,41
California,R,3.8
California,R,3.6
California,D,3.6
California,R,2.7
California,D,1.3
California,D,1.2
California,R,0.9
California,D,5.8
California,R,29.9
California,D,6.2
California,R,4.1
California,R,3.6
California,D,3.4
California,R,3.1
California,R,1.6
California,R,0.6
California,D,6
California,R,22
California,R,3
California,D,4
California,R,7
California,R,4
California,D,3
California,D,2
California,R,1
California,D,5
California,D,9
California,R,29
California,R,8
California,R,6
California,D,4
California,D,4
California,D,4
California,D,3
California,R,3
California,D,2
California,D,2
California,D,2
California,R,2
California,D,1
California,D,0
California,R,4
California,D,1
California,R,39
California,R,5
California,R,1
California,R,1
California,R,2
California,D,2
California,D,5
California,D,0
California,D,2
California,D,1
California,D,10
California,R,38
California,R,8
California,R,4
California,R,4
California,D,4
California,D,2
California,D,2
California,D,1
California,D,1
California,R,1
California,D,1
California,D,1
California,D,1
California,D,52
California,R,30
California,D,51
California,R,26
California,D,50
California,R,25
California,D,49
California,R,27
California,D,13.4
California,R,32.4
California,R,3.6
California,R,3.5
California,D,2.8
California,R,2.7
California,R,1.3
California,D,6
California,R,20
California,R,4
California,R,4
California,D,2
California,R,2
California,D,2
California,D,1
California,D,1
California,D,1
California,R,1
California,R,1
California,R,1
California,R,1
California,D,1
California,D,1
California,R,1
California,R,1
California,R,1
California,D,1
California,R,1
California,R,1
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,D,22
California,R,29.2
California,R,4.1
California,R,4.1
California,R,1.1
California,R,0.2
California,R,26
California,R,5
California,R,1
California,R,3
California,R,3
California,D,6
California,R,27
California,R,6
California,D,5
California,D,5
California,R,5
California,D,5
California,R,5
California,D,3
California,D,2
California,D,2
California,R,2
California,D,12
California,R,21
California,R,5
California,R,4
California,R,3
California,R,3
California,R,1
California,D,13
California,R,12
California,R,13
California,R,7
California,R,2
California,R,3
California,R,3
California,D,6
California,R,27
California,D,5
California,R,4
California,R,3
California,D,3
California,D,3
California,R,2
California,D,2
California,R,1
California,R,1
California,D,13
California,R,3
California,R,23
California,R,3
California,R,2
California,R,2
California,R,3
California,R,2
California,D,27
California,R,23
California,R,10
California,R,5
California,R,4
California,R,4
California,R,3
California,D,1.3
California,R,6.6
California,R,4.8
California,R,22.5
California,R,7.4
California,R,3.8
California,D,1
California,R,1
California,R,4
California,D,0
California,R,9
California,R,3
California,R,0
California,R,1
California,R,1
California,R,0
California,R,1
California,R,2
California,R,0
California,D,1
California,R,0
California,R,1
California,R,1
California,R,0
California,D,3
California,R,0
California,R,0
California,R,1
California,D,2
California,D,1
California,D,2
California,R,0
California,R,1
California,R,0
California,R,1
California,D,0
California,D,1
California,R,1
California,R,0
California,D,1
California,R,1
California,R,4
California,D,0
California,R,10
California,R,3
California,R,0
California,R,1
California,R,0
California,R,0
California,R,1
California,R,2
California,R,0
California,D,1
California,R,0
California,R,1
California,R,1
California,R,0
California,D,3
California,R,0
California,R,0
California,R,1
California,D,3
California,D,1
California,D,2
California,R,0
California,R,1
California,R,0
California,R,1
California,D,0
California,D,1
California,R,1
California,R,0
California,D,3
California,R,18
California,R,10
California,R,10
California,R,5
California,R,3
California,D,2
California,D,1
California,D,1
California,D,1
California,D,1
California,R,1
California,R,0
California,D,0
California,D,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,D,5
California,R,12
California,R,8
California,R,7
California,R,3
California,R,2
California,D,2
California,D,2
California,D,2
California,D,2
California,R,1
California,D,1
California,D,1
California,R,0
California,D,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,0
California,R,16
California,R,6
California,R,6
California,R,4
California,R,4
California,D,2
California,D,9
California,R,16
California,R,7
California,D,5
California,R,4
California,D,4
California,R,2
California,D,8
California,R,18
California,R,8
California,D,5
California,R,4
California,D,4
California,R,2
California,R,22
California,R,11
California,R,6
California,R,4
California,R,24
California,R,12
California,R,6
California,R,4
California,R,3
California,R,9
California,R,5
California,R,3
California,R,3
California,R,2
California,R,3
California,R,3
California,R,5
California,D,53
California,R,41
California,D,58
California,R,38
California,D,53
California,R,38
California,D,47.2
California,R,36.7
California,D,55
California,R,41.6
California,D,55
California,R,35
California,D,58
California,R,40
California,D,53
California,R,34
California,D,49
California,R,38
California,D,53.9
California,R,41.4
California,D,52.1
California,R,32.2
California,D,52
California,R,35
California,D,50.7
California,R,43.3
California,D,54
California,R,31
California,D,51
California,R,30
California,D,53.8
California,R,42.2
California,D,50
California,R,45
California,D,53
California,R,42
California,D,60
California,R,40
California,D,51
California,R,39
California,D,45.2
California,R,41.1
California,D,52.2
California,R,39.5
California,D,45
California,R,29
California,D,47.9
California,R,39.7
California,D,43.8
California,R,38.7
California,D,55
California,R,31
California,D,58
California,R,29
California,D,37
California,R,22
California,D,42
California,R,26
California,D,42
California,R,32.2
Colorado,D,54
Colorado,R,42
Colorado,D,55
Colorado,R,43
Colorado,D,49.6
Colorado,R,42.5
Colorado,D,54.2
Colorado,R,40.8
Colorado,D,49.5
Colorado,R,41.8
Colorado,D,57
Colorado,R,41
Colorado,D,55
Colorado,R,40
Colorado,D,54
Colorado,R,33
Colorado,D,52
Colorado,R,34
Colorado,D,56
Colorado,R,38
Colorado,D,54
Colorado,R,39
Colorado,D,56
Colorado,R,39
Colorado,D,54
Colorado,R,36
Colorado,D,51
Colorado,R,34
Colorado,D,49.2
Colorado,R,40.7
Colorado,D,52.8
Colorado,R,35.9
Colorado,D,49
Colorado,R,42
Colorado,D,46.8
Colorado,R,42.1
Colorado,D,54
Colorado,R,37
Colorado,D,53
Colorado,R,39
Colorado,D,50
Colorado,R,32
Colorado,D,52
Colorado,R,32
Colorado,D,53
Colorado,R,37
Colorado,D,51
Colorado,R,40
Colorado,D,52
Colorado,R,35
Colorado,D,54
Colorado,R,34
Colorado,D,45
Colorado,R,40
Colorado,D,50
Colorado,R,42
Colorado,D,54
Colorado,R,42
Colorado,D,47
Colorado,R,40
Colorado,D,47
Colorado,R,40
Colorado,D,44
Colorado,R,33
Colorado,D,47
Colorado,R,40
Colorado,D,42
Colorado,R,37
Connecticut,D,55
Connecticut,R,24
Connecticut,D,49
Connecticut,R,43
Connecticut,D,50
Connecticut,R,46
Connecticut,D,56
Connecticut,R,41
Connecticut,D,53.4
Connecticut,R,42.7
Connecticut,D,52
Connecticut,R,34
Connecticut,D,46
Connecticut,R,40
Connecticut,D,50
Connecticut,R,43
Connecticut,D,55
Connecticut,R,40
Connecticut,D,51
Connecticut,R,38
Connecticut,D,57
Connecticut,R,40
Connecticut,D,48.5
Connecticut,R,38.4
Connecticut,D,51
Connecticut,R,43
Connecticut,D,57.2
Connecticut,R,42.9
Connecticut,D,47.6
Connecticut,R,29.7
Connecticut,D,52
Connecticut,R,36
Connecticut,D,52
Connecticut,R,32
Connecticut,D,46
Connecticut,R,37
Connecticut,D,37.6
Connecticut,R,40
Connecticut,D,45.5
Connecticut,R,39.3
Connecticut,D,47
Connecticut,R,43
Connecticut,D,39.5
Connecticut,R,36.1
Connecticut,D,43
Connecticut,R,38
Connecticut,D,47
Connecticut,R,39
Connecticut,D,43.1
Connecticut,R,36.9
Connecticut,D,49
Connecticut,R,40
Connecticut,D,46
Connecticut,R,33
Connecticut,D,53
Connecticut,R,37
Connecticut,D,40.8
Connecticut,R,36.9
Delaware,D,55
Delaware,R,26
Florida,D,48
Florida,R,52
Florida,D,42
Florida,R,56
Florida,D,42
Florida,R,57
Florida,D,44
Florida,R,56
Florida,D,40
Florida,R,53
Florida,D,45
Florida,R,54
Florida,D,43
Florida,R,53
Florida,D,41.4
Florida,R,54.1
Florida,D,42
Florida,R,54
Florida,D,43
Florida,R,53
Florida,D,53.4
Florida,R,46.6
Florida,D,43
Florida,R,53
Florida,D,41
Florida,R,55
Florida,D,42
Florida,R,54
Florida,D,42
Florida,R,53
Florida,D,45
Florida,R,53
Florida,D,39.7
Florida,R,50.9
Florida,D,42
Florida,R,52
Florida,D,42
Florida,R,52
Florida,D,41
Florida,R,46
Florida,D,41
Florida,R,52
Florida,D,46
Florida,R,47
Florida,D,41
Florida,R,49
Florida,D,53
Florida,R,47
Florida,D,45
Florida,R,52
Florida,D,41
Florida,R,47.8
Florida,D,45
Florida,R,51
Florida,D,43
Florida,R,49
Florida,D,47
Florida,R,50
Florida,D,42
Florida,R,52
Florida,D,45
Florida,R,50
Florida,D,43
Florida,R,47
Florida,D,41
Florida,R,50
Florida,D,47
Florida,R,50
Florida,D,45
Florida,R,48
Florida,D,46
Florida,R,51
Florida,D,43
Florida,R,51
Florida,D,43
Florida,R,50
Florida,D,42
Florida,R,50
Florida,D,43
Florida,R,50
Florida,D,44
Florida,R,47
Florida,D,43
Florida,R,49
Florida,D,50.6
Florida,R,49.4
Florida,D,34.8
Florida,R,35.5
Florida,D,29.6
Florida,R,48.6
Florida,D,32.8
Florida,R,49.2
Florida,D,27
Florida,R,50.6
Florida,D,56.5
Florida,R,43.5
Florida,D,50.4
Florida,R,49.6
Florida,D,34
Florida,R,55
Florida,D,32
Florida,R,55
Florida,D,43
Florida,R,51
Florida,D,42
Florida,R,53
Florida,D,37
Florida,R,53
Florida,D,42.8
Florida,R,48.6
Florida,D,39.6
Florida,R,50.8
Florida,D,44.8
Florida,R,50.6
Florida,D,42.3
Florida,R,51.2
Florida,D,37
Florida,R,44
Florida,D,35
Florida,R,46
Florida,D,40
Florida,R,46
Florida,D,37
Florida,R,50
Florida,D,28.2
Florida,R,47.2
Florida,D,35
Florida,R,46.6
Florida,D,32.6
Florida,R,46.4
Florida,D,39
Florida,R,47
Florida,D,36
Florida,R,48
Florida,D,54.7
Florida,R,45.3
Florida,D,53.6
Florida,R,46.4
Florida,D,48
Florida,R,52
Florida,D,38
Florida,R,41
Florida,D,38
Florida,R,41
Florida,D,36
Florida,R,45
Florida,D,36
Florida,R,45
Florida,D,38
Florida,R,48
Florida,D,38
Florida,R,48
Florida,D,56.7
Florida,R,43.3
Florida,D,53.7
Florida,R,46.3
Florida,D,45
Florida,R,49
Florida,D,44
Florida,R,49
Florida,D,43
Florida,R,46
Florida,D,40
Florida,R,50
Florida,D,42
Florida,R,51
Florida,D,43
Florida,R,51
Florida,D,45.3
Florida,R,43.8
Florida,D,41.8
Florida,R,45.1
Florida,D,45.3
Florida,R,54.7
Florida,D,39.1
Florida,R,60.9
Florida,D,41
Florida,R,51
Florida,D,39
Florida,R,51
Florida,D,38
Florida,R,53
Florida,D,47
Florida,R,53
Florida,D,45.8
Florida,R,54.2
Florida,D,46.7
Florida,R,53.3
Florida,D,44.6
Florida,R,45.2
Florida,D,42
Florida,R,51
Florida,D,41
Florida,R,52
Florida,D,46.6
Florida,R,50
Florida,D,48.7
Florida,R,46.3
Florida,D,49.5
Florida,R,45.4
Florida,D,48.1
Florida,R,45.6
Florida,D,50
Florida,R,43
Florida,D,48.6
Florida,R,45.5
Florida,D,50.9
Florida,R,45.6
Florida,D,47
Florida,R,46
Florida,D,48.4
Florida,R,46.3
Florida,D,49.5
Florida,R,44.8
